log_id,user_id,action,entity_type,entity_id,payload,ip_address,status_code,created_at
1510,USR_1005,ORDER_UPDATE,ACCOUNT,14070,"{""batch"": ""BATCH_111"", ""risk_score"": 0.143, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14070""}",10.30.243.216,403,2026-09-17 12:13:11
1511,USR_1061,POLICY_EVAL,WIRE_BATCH,11993,"{""batch"": ""BATCH_976"", ""risk_score"": 0.537, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11993""}",10.163.55.65,400,2026-08-30 11:45:51
1512,USR_1071,POLICY_EVAL,WIRE_BATCH,10081,"{""batch"": ""BATCH_219"", ""risk_score"": 0.922, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10081"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.36.79.195,200,2026-09-11 23:56:07
1513,USR_1044,ORDER_UPDATE,ORDER,10208,"{""batch"": ""BATCH_512"", ""risk_score"": 0.61, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10208""}",10.41.178.94,400,2026-09-15 09:58:52
1514,USR_1029,ACCOUNT_AUTH,ACCOUNT,12117,"{""batch"": ""BATCH_362"", ""risk_score"": 0.322, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12117""}",10.173.93.55,200,2026-08-24 23:56:01
1515,USR_1013,KYC_VERIFY,WIRE_BATCH,12533,"{""batch"": ""BATCH_386"", ""risk_score"": 0.761, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 12533""}",10.191.43.233,500,2026-09-07 08:09:56
1516,USR_1073,TRANSFER_INITIATE,ACCOUNT,10425,"{""batch"": ""BATCH_344"", ""risk_score"": 0.551, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 10425""}",10.222.167.151,200,2026-09-11 04:54:15
1517,USR_1002,BALANCE_INQUIRY,AUTH_SESSION,14897,"{""batch"": ""BATCH_478"", ""risk_score"": 0.704, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14897""}",10.220.106.106,200,2026-08-21 21:59:23
1518,USR_1018,RISK_FLAG_OVERRIDE,CUSTOMER,10337,"{""batch"": ""BATCH_821"", ""risk_score"": 0.801, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10337""}",10.57.32.117,200,2026-08-20 00:44:46
1519,USR_1088,POLICY_EVAL,WIRE_BATCH,14925,"{""batch"": ""BATCH_334"", ""risk_score"": 0.826, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14925""}",10.35.141.81,200,2026-09-14 07:00:16
1520,USR_1057,POLICY_EVAL,ACCOUNT,14140,"{""batch"": ""BATCH_690"", ""risk_score"": 0.953, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14140"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.3.95.142,201,2026-08-21 13:29:27
1521,USR_1047,ACCOUNT_AUTH,ORDER,14117,"{""batch"": ""BATCH_467"", ""risk_score"": 0.056, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14117""}",10.26.97.191,200,2026-09-15 12:58:59
1522,USR_1013,ACCOUNT_AUTH,AUTH_SESSION,10438,"{""batch"": ""BATCH_368"", ""risk_score"": 0.698, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10438""}",10.181.215.84,201,2026-09-17 14:16:14
1523,USR_1071,ORDER_CREATE,WIRE_BATCH,12227,"{""batch"": ""BATCH_378"", ""risk_score"": 0.952, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12227"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.123.219.91,201,2026-09-10 02:36:35
1524,USR_1009,ACCOUNT_AUTH,AUTH_SESSION,10422,"{""batch"": ""BATCH_803"", ""risk_score"": 0.944, ""flagged"": true, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 10422"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.234.156.136,500,2026-08-20 14:48:04
1525,USR_1044,POLICY_EVAL,AUTH_SESSION,11255,"{""batch"": ""BATCH_330"", ""risk_score"": 0.037, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11255""}",10.24.190.101,200,2026-09-16 04:39:39
1526,USR_1084,KYC_VERIFY,CUSTOMER,13206,"{""batch"": ""BATCH_992"", ""risk_score"": 0.116, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13206""}",10.49.70.216,200,2026-09-04 01:31:40
1527,USR_1007,POLICY_EVAL,AUTH_SESSION,13072,"{""batch"": ""BATCH_980"", ""risk_score"": 0.379, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13072""}",10.184.14.253,400,2026-09-17 19:17:50
1528,USR_1003,BALANCE_INQUIRY,CUSTOMER,13751,"{""batch"": ""BATCH_538"", ""risk_score"": 0.333, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13751""}",10.108.243.147,200,2026-09-16 03:45:29
1529,USR_1013,KYC_VERIFY,AUTH_SESSION,12184,"{""batch"": ""BATCH_331"", ""risk_score"": 0.462, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12184""}",10.21.97.84,200,2026-08-22 20:03:51
1530,USR_1089,POLICY_EVAL,ORDER,14854,"{""batch"": ""BATCH_227"", ""risk_score"": 0.036, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14854""}",10.216.139.128,200,2026-09-02 19:10:41
1531,USR_1024,KYC_VERIFY,ACCOUNT,11380,"{""batch"": ""BATCH_182"", ""risk_score"": 0.109, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11380""}",10.25.66.112,403,2026-08-25 07:29:39
1532,USR_1031,RISK_FLAG_OVERRIDE,AUTH_SESSION,11575,"{""batch"": ""BATCH_747"", ""risk_score"": 0.923, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11575"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.112.127.2,200,2026-08-23 13:38:42
1533,USR_1034,BALANCE_INQUIRY,ACCOUNT,12048,"{""batch"": ""BATCH_602"", ""risk_score"": 0.533, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 12048""}",10.106.158.99,200,2026-08-28 08:13:44
1534,USR_1095,ACCOUNT_AUTH,WIRE_BATCH,13629,"{""batch"": ""BATCH_370"", ""risk_score"": 0.63, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13629""}",10.213.163.104,403,2026-09-07 22:02:10
1535,USR_1098,ORDER_UPDATE,CUSTOMER,14537,"{""batch"": ""BATCH_141"", ""risk_score"": 0.041, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 14537""}",10.184.179.236,200,2026-09-14 06:07:52
1536,USR_1015,BALANCE_INQUIRY,AUTH_SESSION,13052,"{""batch"": ""BATCH_985"", ""risk_score"": 0.885, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13052"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.160.138.57,400,2026-09-09 20:47:07
1537,USR_1070,ORDER_CREATE,WIRE_BATCH,10405,"{""batch"": ""BATCH_592"", ""risk_score"": 0.455, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10405""}",10.140.54.205,201,2026-09-13 13:51:10
1538,USR_1067,ORDER_CREATE,CUSTOMER,10936,"{""batch"": ""BATCH_402"", ""risk_score"": 0.276, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 10936""}",10.47.174.65,200,2026-09-09 20:53:14
1539,USR_1012,ORDER_UPDATE,ORDER,13332,"{""batch"": ""BATCH_472"", ""risk_score"": 0.417, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13332""}",10.202.200.110,400,2026-09-01 22:13:18
1540,USR_1041,BALANCE_INQUIRY,ACCOUNT,13269,"{""batch"": ""BATCH_325"", ""risk_score"": 0.498, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13269""}",10.217.221.93,400,2026-09-16 22:16:13
1541,USR_1006,ACCOUNT_AUTH,ACCOUNT,12258,"{""batch"": ""BATCH_388"", ""risk_score"": 0.914, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 12258"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.119.52.214,403,2026-08-27 14:39:27
1542,USR_1024,POLICY_EVAL,AUTH_SESSION,12207,"{""batch"": ""BATCH_622"", ""risk_score"": 0.839, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12207""}",10.55.200.25,201,2026-09-06 12:14:37
1543,USR_1021,TRANSFER_INITIATE,AUTH_SESSION,11786,"{""batch"": ""BATCH_829"", ""risk_score"": 0.338, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11786""}",10.191.105.52,200,2026-09-05 08:05:44
1544,USR_1011,TRANSFER_INITIATE,ORDER,11614,"{""batch"": ""BATCH_453"", ""risk_score"": 0.432, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11614""}",10.227.2.42,500,2026-09-12 10:11:03
1545,USR_1038,RISK_FLAG_OVERRIDE,ACCOUNT,12434,"{""batch"": ""BATCH_414"", ""risk_score"": 0.457, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12434""}",10.98.228.44,200,2026-08-29 19:51:07
1546,USR_1099,ORDER_CREATE,AUTH_SESSION,13116,"{""batch"": ""BATCH_177"", ""risk_score"": 0.608, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13116""}",10.82.87.89,400,2026-09-13 04:43:24
1547,USR_1035,TRANSFER_INITIATE,ORDER,11766,"{""batch"": ""BATCH_749"", ""risk_score"": 0.701, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 11766""}",10.253.155.4,500,2026-09-02 17:58:13
1548,USR_1058,KYC_VERIFY,ORDER,13700,"{""batch"": ""BATCH_299"", ""risk_score"": 0.608, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13700""}",10.214.53.191,500,2026-09-04 16:18:12
1549,USR_1053,BALANCE_INQUIRY,AUTH_SESSION,13974,"{""batch"": ""BATCH_703"", ""risk_score"": 0.57, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13974""}",10.197.63.130,200,2026-09-01 20:40:39
1550,USR_1034,ACCOUNT_AUTH,CUSTOMER,11019,"{""batch"": ""BATCH_188"", ""risk_score"": 0.506, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11019""}",10.161.133.86,400,2026-08-22 14:33:49
1551,USR_1075,ACCOUNT_AUTH,CUSTOMER,10856,"{""batch"": ""BATCH_477"", ""risk_score"": 0.913, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10856"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.221.121.80,201,2026-08-19 02:50:11
1552,USR_1009,POLICY_EVAL,ORDER,13699,"{""batch"": ""BATCH_149"", ""risk_score"": 0.883, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13699"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.194.128.156,200,2026-09-02 14:17:25
1553,USR_1040,BALANCE_INQUIRY,ACCOUNT,12011,"{""batch"": ""BATCH_604"", ""risk_score"": 0.685, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12011""}",10.91.10.25,400,2026-09-06 07:51:58
1554,USR_1079,ORDER_CREATE,CUSTOMER,13567,"{""batch"": ""BATCH_789"", ""risk_score"": 0.117, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13567""}",10.152.39.90,500,2026-08-29 21:17:39
1555,USR_1025,RISK_FLAG_OVERRIDE,AUTH_SESSION,14242,"{""batch"": ""BATCH_376"", ""risk_score"": 0.017, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 14242""}",10.45.103.69,200,2026-09-11 16:17:26
1556,USR_1065,ORDER_CREATE,ORDER,10048,"{""batch"": ""BATCH_598"", ""risk_score"": 0.119, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 10048""}",10.246.52.169,201,2026-09-04 13:30:44
1557,USR_1014,KYC_VERIFY,WIRE_BATCH,12937,"{""batch"": ""BATCH_201"", ""risk_score"": 0.284, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12937""}",10.183.167.137,200,2026-09-14 03:59:11
1558,USR_1063,TRANSFER_INITIATE,AUTH_SESSION,14498,"{""batch"": ""BATCH_137"", ""risk_score"": 0.947, ""flagged"": true, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14498"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.89.201.110,200,2026-09-12 22:39:20
1559,USR_1007,KYC_VERIFY,ACCOUNT,14264,"{""batch"": ""BATCH_631"", ""risk_score"": 0.877, ""flagged"": true, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14264"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.159.71.220,500,2026-08-27 01:43:25
1560,USR_1026,ORDER_UPDATE,WIRE_BATCH,14950,"{""batch"": ""BATCH_132"", ""risk_score"": 0.457, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14950""}",10.159.197.71,201,2026-09-04 08:20:54
1561,USR_1001,TRANSFER_INITIATE,ORDER,10057,"{""batch"": ""BATCH_486"", ""risk_score"": 0.668, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 10057""}",10.183.63.173,200,2026-09-12 15:51:31
1562,USR_1011,RISK_FLAG_OVERRIDE,ACCOUNT,11729,"{""batch"": ""BATCH_154"", ""risk_score"": 0.038, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 11729""}",10.193.122.183,200,2026-09-10 00:11:22
1563,USR_1024,ACCOUNT_AUTH,ACCOUNT,14066,"{""batch"": ""BATCH_327"", ""risk_score"": 0.826, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 14066""}",10.165.30.68,200,2026-08-25 22:02:18
1564,USR_1084,POLICY_EVAL,ORDER,12720,"{""batch"": ""BATCH_699"", ""risk_score"": 0.057, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12720""}",10.119.182.54,400,2026-08-25 15:52:07
1565,USR_1022,POLICY_EVAL,CUSTOMER,12132,"{""batch"": ""BATCH_703"", ""risk_score"": 0.212, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12132""}",10.107.239.228,200,2026-09-02 15:23:15
1566,USR_1048,ORDER_CREATE,ACCOUNT,12841,"{""batch"": ""BATCH_928"", ""risk_score"": 0.612, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12841""}",10.151.74.108,200,2026-09-06 06:19:20
1567,USR_1008,ORDER_UPDATE,WIRE_BATCH,14602,"{""batch"": ""BATCH_737"", ""risk_score"": 0.702, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14602""}",10.239.130.226,200,2026-09-03 01:54:19
1568,USR_1012,KYC_VERIFY,ACCOUNT,10938,"{""batch"": ""BATCH_972"", ""risk_score"": 0.389, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 10938""}",10.35.45.180,200,2026-09-08 21:39:42
1569,USR_1047,POLICY_EVAL,CUSTOMER,10405,"{""batch"": ""BATCH_756"", ""risk_score"": 0.968, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 10405"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.184.147.227,200,2026-09-08 14:26:52
1570,USR_1006,ORDER_UPDATE,AUTH_SESSION,11042,"{""batch"": ""BATCH_652"", ""risk_score"": 0.747, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11042""}",10.93.85.49,201,2026-08-28 17:02:07
1571,USR_1047,RISK_FLAG_OVERRIDE,WIRE_BATCH,11538,"{""batch"": ""BATCH_650"", ""risk_score"": 0.643, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 11538""}",10.153.188.225,200,2026-08-26 09:04:09
1572,USR_1042,ORDER_CREATE,AUTH_SESSION,12284,"{""batch"": ""BATCH_988"", ""risk_score"": 0.486, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 12284""}",10.138.227.118,400,2026-09-07 03:38:54
1573,USR_1047,BALANCE_INQUIRY,ORDER,11331,"{""batch"": ""BATCH_627"", ""risk_score"": 0.839, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11331""}",10.170.223.52,200,2026-09-08 14:36:40
1574,USR_1063,POLICY_EVAL,AUTH_SESSION,12844,"{""batch"": ""BATCH_891"", ""risk_score"": 0.455, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 12844""}",10.41.1.21,200,2026-08-25 00:27:34
1575,USR_1081,ORDER_CREATE,ACCOUNT,11840,"{""batch"": ""BATCH_759"", ""risk_score"": 0.755, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11840""}",10.252.182.202,200,2026-08-31 12:41:52
1576,USR_1023,ORDER_CREATE,CUSTOMER,12354,"{""batch"": ""BATCH_854"", ""risk_score"": 0.511, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12354""}",10.147.169.194,500,2026-09-01 19:56:34
1577,USR_1073,TRANSFER_INITIATE,WIRE_BATCH,13482,"{""batch"": ""BATCH_632"", ""risk_score"": 0.961, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13482"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.65.185.39,400,2026-09-01 17:23:43
1578,USR_1028,ORDER_UPDATE,WIRE_BATCH,11576,"{""batch"": ""BATCH_449"", ""risk_score"": 0.685, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 11576""}",10.88.32.91,200,2026-09-11 14:52:49
1579,USR_1026,KYC_VERIFY,AUTH_SESSION,13441,"{""batch"": ""BATCH_970"", ""risk_score"": 0.031, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13441""}",10.77.130.121,200,2026-09-05 04:47:56
1580,USR_1061,BALANCE_INQUIRY,AUTH_SESSION,10864,"{""batch"": ""BATCH_117"", ""risk_score"": 0.545, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10864""}",10.39.19.206,200,2026-08-19 19:22:40
1581,USR_1021,ACCOUNT_AUTH,ORDER,11146,"{""batch"": ""BATCH_314"", ""risk_score"": 0.58, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 11146""}",10.54.91.25,403,2026-09-16 18:31:29
1582,USR_1066,TRANSFER_INITIATE,ACCOUNT,11565,"{""batch"": ""BATCH_256"", ""risk_score"": 0.554, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 11565""}",10.50.134.250,200,2026-08-26 19:09:51
1583,USR_1053,TRANSFER_INITIATE,ACCOUNT,13379,"{""batch"": ""BATCH_861"", ""risk_score"": 0.989, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13379"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.58.151.68,400,2026-08-28 16:10:52
1584,USR_1061,ORDER_CREATE,CUSTOMER,10298,"{""batch"": ""BATCH_373"", ""risk_score"": 0.325, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10298""}",10.201.250.140,500,2026-09-11 19:01:20
1585,USR_1071,ORDER_UPDATE,ORDER,11022,"{""batch"": ""BATCH_754"", ""risk_score"": 0.356, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11022""}",10.51.106.46,403,2026-09-13 21:06:36
1586,USR_1039,ACCOUNT_AUTH,ACCOUNT,11433,"{""batch"": ""BATCH_823"", ""risk_score"": 0.682, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11433""}",10.172.181.204,201,2026-09-07 22:43:22
1587,USR_1079,ORDER_UPDATE,ACCOUNT,11575,"{""batch"": ""BATCH_834"", ""risk_score"": 0.389, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11575""}",10.96.44.9,400,2026-09-09 09:34:17
1588,USR_1011,RISK_FLAG_OVERRIDE,ACCOUNT,11442,"{""batch"": ""BATCH_305"", ""risk_score"": 0.699, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11442""}",10.181.150.88,400,2026-08-25 12:08:24
1589,USR_1059,RISK_FLAG_OVERRIDE,AUTH_SESSION,11325,"{""batch"": ""BATCH_745"", ""risk_score"": 0.383, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11325""}",10.110.168.110,201,2026-08-19 21:17:16
1590,USR_1087,TRANSFER_INITIATE,ORDER,14376,"{""batch"": ""BATCH_543"", ""risk_score"": 0.509, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14376""}",10.191.6.124,403,2026-09-11 21:00:16
1591,USR_1073,POLICY_EVAL,WIRE_BATCH,14682,"{""batch"": ""BATCH_721"", ""risk_score"": 0.565, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 14682""}",10.55.63.228,201,2026-09-15 02:30:05
1592,USR_1088,RISK_FLAG_OVERRIDE,CUSTOMER,13185,"{""batch"": ""BATCH_220"", ""risk_score"": 0.18, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13185""}",10.42.4.10,200,2026-09-01 20:33:55
1593,USR_1012,BALANCE_INQUIRY,CUSTOMER,10927,"{""batch"": ""BATCH_606"", ""risk_score"": 0.841, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 10927""}",10.202.111.231,500,2026-08-29 01:18:13
1594,USR_1043,TRANSFER_INITIATE,ACCOUNT,11359,"{""batch"": ""BATCH_584"", ""risk_score"": 0.044, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11359""}",10.205.209.247,403,2026-09-12 04:12:13
1595,USR_1056,BALANCE_INQUIRY,WIRE_BATCH,12201,"{""batch"": ""BATCH_317"", ""risk_score"": 0.078, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12201""}",10.82.34.16,403,2026-09-05 00:49:48
1596,USR_1097,ORDER_CREATE,CUSTOMER,12074,"{""batch"": ""BATCH_962"", ""risk_score"": 0.462, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12074""}",10.206.186.176,201,2026-08-28 13:53:44
1597,USR_1011,ORDER_UPDATE,CUSTOMER,12898,"{""batch"": ""BATCH_549"", ""risk_score"": 0.495, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12898""}",10.23.104.175,200,2026-08-25 19:25:31
1598,USR_1060,BALANCE_INQUIRY,WIRE_BATCH,13395,"{""batch"": ""BATCH_142"", ""risk_score"": 0.556, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13395""}",10.169.196.157,500,2026-09-17 08:01:46
1599,USR_1025,BALANCE_INQUIRY,WIRE_BATCH,12453,"{""batch"": ""BATCH_308"", ""risk_score"": 0.261, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 12453""}",10.96.51.68,201,2026-09-04 00:14:11
1600,USR_1022,ORDER_CREATE,ACCOUNT,12832,"{""batch"": ""BATCH_824"", ""risk_score"": 0.862, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12832"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.221.23.109,200,2026-08-19 01:28:26
1601,USR_1097,ORDER_CREATE,WIRE_BATCH,10365,"{""batch"": ""BATCH_798"", ""risk_score"": 0.277, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10365""}",10.59.162.32,201,2026-08-23 20:44:23
1602,USR_1038,ORDER_UPDATE,CUSTOMER,10489,"{""batch"": ""BATCH_671"", ""risk_score"": 0.352, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10489""}",10.40.123.173,201,2026-09-11 02:04:42
1603,USR_1081,KYC_VERIFY,ACCOUNT,14927,"{""batch"": ""BATCH_804"", ""risk_score"": 0.404, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14927""}",10.212.130.19,200,2026-08-27 03:53:06
1604,USR_1053,KYC_VERIFY,AUTH_SESSION,11112,"{""batch"": ""BATCH_427"", ""risk_score"": 0.688, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11112""}",10.112.91.74,400,2026-08-29 02:37:53
1605,USR_1077,POLICY_EVAL,ORDER,12370,"{""batch"": ""BATCH_229"", ""risk_score"": 0.258, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12370""}",10.42.232.73,201,2026-08-25 12:49:21
1606,USR_1048,TRANSFER_INITIATE,WIRE_BATCH,13279,"{""batch"": ""BATCH_640"", ""risk_score"": 0.648, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13279""}",10.95.231.204,403,2026-09-12 05:56:29
1607,USR_1023,ORDER_UPDATE,WIRE_BATCH,10802,"{""batch"": ""BATCH_661"", ""risk_score"": 0.645, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 10802""}",10.84.78.79,403,2026-09-06 17:55:28
1608,USR_1016,KYC_VERIFY,ACCOUNT,14399,"{""batch"": ""BATCH_140"", ""risk_score"": 0.603, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14399""}",10.0.82.3,500,2026-09-16 07:34:51
