recon_id,source_system,external_ref,internal_order_id,amount,currency,status,discrepancy_reason,reconciled_at
80509,CARD_PAYMENT_GATEWAY,EXT-3467961,13480,2294.88,USD,MATCHED,,2026-09-15 13:02:18
80510,SWIFT_FIN,EXT-4899932,11958,49349.64,USD,MATCHED,,2026-09-06 19:18:24
80511,SWIFT_FIN,EXT-5626762,10255,6024.33,USD,MATCHED,,2026-09-06 10:44:31
80512,SWIFT_FIN,EXT-2038156,10628,34656.25,USD,MATCHED,,2026-09-06 02:04:38
80513,SWIFT_FIN,EXT-5206039,12497,56525.82,USD,MATCHED,,2026-09-06 06:18:56
80514,INTERNAL_LEDGER,EXT-1815988,13332,23896.94,USD,MATCHED,,2026-09-10 12:38:41
80515,FED_ACH_CLEARING,EXT-6700813,12540,29565.69,USD,MATCHED,,2026-09-17 12:26:15
80516,INTERNAL_LEDGER,EXT-3564481,12797,69297.29,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-04 13:06:08
80517,FED_ACH_CLEARING,EXT-8489824,10869,61236.86,USD,MATCHED,,2026-09-06 07:49:57
80518,SWIFT_FIN,EXT-4077724,12566,12332.7,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-09 03:40:01
80519,CARD_PAYMENT_GATEWAY,EXT-1949092,10568,58275.09,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-14 08:15:08
80520,SWIFT_FIN,EXT-8700970,13330,64404.02,USD,MATCHED,,2026-09-04 20:49:58
80521,CARD_PAYMENT_GATEWAY,EXT-4519684,12194,184.95,USD,MATCHED,,2026-09-12 16:26:08
80522,CARD_PAYMENT_GATEWAY,EXT-7708989,10601,67109.54,USD,MATCHED,,2026-09-12 06:37:40
80523,SWIFT_FIN,EXT-6835001,10041,37261.01,USD,MATCHED,,2026-09-04 21:38:45
80524,SWIFT_FIN,EXT-7336604,13800,19842.78,USD,MATCHED,,2026-09-09 18:58:32
80525,SWIFT_FIN,EXT-8044691,12378,69778.43,USD,MATCHED,,2026-09-12 20:28:03
80526,SWIFT_FIN,EXT-4204144,14541,19537.48,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-04 23:26:43
80527,CARD_PAYMENT_GATEWAY,EXT-1687222,12528,54560.48,USD,MATCHED,,2026-09-12 12:21:46
80528,SWIFT_FIN,EXT-4252230,12391,24008.27,USD,MATCHED,,2026-09-17 06:03:23
80529,INTERNAL_LEDGER,EXT-1970706,11723,10287.6,USD,MATCHED,,2026-09-12 18:59:48
80530,SWIFT_FIN,EXT-4295701,13381,49678.41,USD,MATCHED,,2026-09-17 07:56:33
80531,INTERNAL_LEDGER,EXT-1463563,12782,61188.54,USD,MATCHED,,2026-09-08 23:13:29
80532,INTERNAL_LEDGER,EXT-6367554,10091,66291.94,USD,MATCHED,,2026-09-11 19:12:02
80533,FED_ACH_CLEARING,EXT-3745272,12119,26250.32,USD,MATCHED,,2026-09-08 10:24:20
80534,INTERNAL_LEDGER,EXT-6336652,13719,9415.82,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-12 08:28:57
80535,FED_ACH_CLEARING,EXT-5972431,14628,78550.44,USD,MATCHED,,2026-09-10 01:23:24
80536,FED_ACH_CLEARING,EXT-7616863,13954,63359.81,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-08 19:24:30
80537,INTERNAL_LEDGER,EXT-6147553,12820,78965.22,USD,MATCHED,,2026-09-08 12:07:24
80538,INTERNAL_LEDGER,EXT-9409550,14224,25786.3,USD,MATCHED,,2026-09-12 10:47:13
80539,FED_ACH_CLEARING,EXT-9091712,11871,65473.73,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-14 07:45:55
80540,INTERNAL_LEDGER,EXT-3517137,12794,52948.88,USD,MATCHED,,2026-09-12 16:46:31
80541,INTERNAL_LEDGER,EXT-5718567,13090,57489.86,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-08 12:28:17
80542,INTERNAL_LEDGER,EXT-7597032,13432,47836.06,USD,MATCHED,,2026-09-15 21:20:53
80543,FED_ACH_CLEARING,EXT-9321711,11883,20841.78,USD,MATCHED,,2026-09-15 12:34:18
80544,CARD_PAYMENT_GATEWAY,EXT-8835430,12265,40180.14,USD,MATCHED,,2026-09-07 07:33:26
80545,SWIFT_FIN,EXT-6557062,12155,18952.54,USD,MATCHED,,2026-09-12 10:43:23
80546,CARD_PAYMENT_GATEWAY,EXT-9004913,12146,80988.86,USD,MATCHED,,2026-09-09 19:49:49
80547,CARD_PAYMENT_GATEWAY,EXT-8339480,14271,70588.74,USD,MATCHED,,2026-09-16 11:11:51
80548,SWIFT_FIN,EXT-2311969,14835,5352.32,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-10 02:54:53
80549,FED_ACH_CLEARING,EXT-5134904,12681,75696.42,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-08 09:55:36
80550,CARD_PAYMENT_GATEWAY,EXT-6645505,13620,51595.06,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-04 16:52:37
80551,FED_ACH_CLEARING,EXT-7862007,10242,27719.24,USD,MATCHED,,2026-09-11 05:47:36
80552,INTERNAL_LEDGER,EXT-9206267,12870,8750.11,USD,MATCHED,,2026-09-05 15:23:11
80553,INTERNAL_LEDGER,EXT-9729608,10109,52513.55,USD,MATCHED,,2026-09-11 21:52:16
80554,INTERNAL_LEDGER,EXT-4526029,14338,7939.93,USD,MATCHED,,2026-09-08 03:01:08
80555,CARD_PAYMENT_GATEWAY,EXT-8475243,14663,12556.87,USD,MATCHED,,2026-09-15 03:04:14
80556,CARD_PAYMENT_GATEWAY,EXT-6667881,14681,61837.72,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 13:19:30
80557,FED_ACH_CLEARING,EXT-5892707,14455,45221.8,USD,MATCHED,,2026-09-16 05:34:32
80558,CARD_PAYMENT_GATEWAY,EXT-1189038,14199,29447.91,USD,MATCHED,,2026-09-17 04:48:25
80559,CARD_PAYMENT_GATEWAY,EXT-5133031,13901,26056.15,USD,MATCHED,,2026-09-06 20:22:00
80560,CARD_PAYMENT_GATEWAY,EXT-2370888,13267,13993.62,USD,MATCHED,,2026-09-12 20:31:32
80561,INTERNAL_LEDGER,EXT-5188664,13244,54227.39,USD,MATCHED,,2026-09-16 23:02:17
80562,SWIFT_FIN,EXT-9337279,10932,84544.18,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-16 08:21:47
80563,SWIFT_FIN,EXT-8541433,12876,30998.12,USD,MATCHED,,2026-09-13 20:50:21
80564,INTERNAL_LEDGER,EXT-4263450,13364,27167.47,USD,MATCHED,,2026-09-06 08:47:17
80565,FED_ACH_CLEARING,EXT-9171078,11559,41669.86,USD,MATCHED,,2026-09-12 20:56:21
80566,INTERNAL_LEDGER,EXT-3151404,11293,16225.17,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-15 07:01:55
80567,SWIFT_FIN,EXT-6887037,10854,44545.9,USD,MATCHED,,2026-09-05 18:49:07
80568,FED_ACH_CLEARING,EXT-7957838,13144,29885.66,USD,MATCHED,,2026-09-16 22:22:19
80569,CARD_PAYMENT_GATEWAY,EXT-1802942,12359,2562.7,USD,MATCHED,,2026-09-13 07:21:25
80570,FED_ACH_CLEARING,EXT-5659990,11230,7220.28,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-08 00:56:58
80571,FED_ACH_CLEARING,EXT-6387031,13800,32249.72,USD,MATCHED,,2026-09-15 12:21:06
80572,INTERNAL_LEDGER,EXT-1335517,10363,46449.25,USD,MATCHED,,2026-09-13 14:07:49
80573,CARD_PAYMENT_GATEWAY,EXT-4905577,11040,19763.8,USD,MATCHED,,2026-09-03 22:11:52
80574,FED_ACH_CLEARING,EXT-8707963,14210,50113.06,USD,MATCHED,,2026-09-04 10:29:30
80575,CARD_PAYMENT_GATEWAY,EXT-5705532,13354,54537.7,USD,MATCHED,,2026-09-13 03:59:26
80576,SWIFT_FIN,EXT-3666287,12381,22517.88,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-04 15:23:58
80577,INTERNAL_LEDGER,EXT-5179009,11603,71971.25,USD,MATCHED,,2026-09-13 01:12:18
80578,SWIFT_FIN,EXT-3342686,11752,274.48,USD,MATCHED,,2026-09-08 11:22:22
80579,FED_ACH_CLEARING,EXT-9722227,13401,33914.54,USD,MATCHED,,2026-09-06 09:48:39
80580,INTERNAL_LEDGER,EXT-5733092,12262,51242.29,USD,MATCHED,,2026-09-07 09:15:25
80581,INTERNAL_LEDGER,EXT-5335994,14882,32063.63,USD,MATCHED,,2026-09-13 02:59:54
80582,INTERNAL_LEDGER,EXT-7696122,11454,28433.06,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-13 18:01:25
80583,SWIFT_FIN,EXT-8600094,12715,38735.18,USD,MATCHED,,2026-09-15 03:57:32
80584,CARD_PAYMENT_GATEWAY,EXT-6437079,11970,38714.79,USD,MATCHED,,2026-09-06 19:31:17
80585,FED_ACH_CLEARING,EXT-6802513,12774,47051.5,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-13 15:38:07
80586,FED_ACH_CLEARING,EXT-3566447,11686,56142.53,USD,MATCHED,,2026-09-06 21:21:30
80587,CARD_PAYMENT_GATEWAY,EXT-6685454,14717,33329.48,USD,MATCHED,,2026-09-07 05:28:03
80588,CARD_PAYMENT_GATEWAY,EXT-6468829,11619,991.4,USD,MATCHED,,2026-09-08 06:59:04
80589,CARD_PAYMENT_GATEWAY,EXT-4588896,12946,66914.2,USD,MATCHED,,2026-09-13 03:02:05
80590,FED_ACH_CLEARING,EXT-1678775,12544,29521.06,USD,MATCHED,,2026-09-09 09:08:44
80591,CARD_PAYMENT_GATEWAY,EXT-9472338,13096,2796.21,USD,MATCHED,,2026-09-15 02:50:59
80592,INTERNAL_LEDGER,EXT-3614605,11641,45426.52,USD,MATCHED,,2026-09-11 06:05:52
80593,FED_ACH_CLEARING,EXT-9483920,10876,17906.32,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-04 02:46:45
80594,FED_ACH_CLEARING,EXT-1713455,11366,992.38,USD,MATCHED,,2026-09-15 06:51:26
80595,INTERNAL_LEDGER,EXT-5628195,11484,56138.97,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-09 05:21:01
80596,FED_ACH_CLEARING,EXT-7522201,11870,5266.93,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-16 10:49:40
80597,INTERNAL_LEDGER,EXT-7762656,13181,29986.28,USD,MATCHED,,2026-09-13 00:19:19
80598,INTERNAL_LEDGER,EXT-4010563,10057,73290.02,USD,MATCHED,,2026-09-16 20:40:59
80599,FED_ACH_CLEARING,EXT-6275360,13017,63073.52,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-17 16:23:49
80600,INTERNAL_LEDGER,EXT-2977561,12004,33846.6,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 06:29:55
80601,FED_ACH_CLEARING,EXT-5027306,14435,9458.78,USD,MATCHED,,2026-09-12 11:55:18
80602,FED_ACH_CLEARING,EXT-5802207,11745,73907.96,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-08 14:27:11
80603,SWIFT_FIN,EXT-1271408,13952,14057.96,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-07 18:06:05
80604,FED_ACH_CLEARING,EXT-8366081,14879,79790.09,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-15 07:05:11
80605,CARD_PAYMENT_GATEWAY,EXT-1477956,10061,26161.38,USD,MATCHED,,2026-09-11 04:08:23
80606,FED_ACH_CLEARING,EXT-8085853,10786,43710.84,USD,MATCHED,,2026-09-16 22:32:17
80607,INTERNAL_LEDGER,EXT-7047786,11825,56.66,USD,MATCHED,,2026-09-07 21:53:38
80608,INTERNAL_LEDGER,EXT-8226669,13380,32236.17,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-13 12:42:29
80609,SWIFT_FIN,EXT-8031635,12708,78613.38,USD,MATCHED,,2026-09-12 08:47:24
80610,INTERNAL_LEDGER,EXT-6260199,10683,22786.46,USD,MATCHED,,2026-09-07 10:10:02
80611,INTERNAL_LEDGER,EXT-2731147,13727,74739.89,USD,MATCHED,,2026-09-11 02:32:58
80612,INTERNAL_LEDGER,EXT-8180279,10370,80480.51,USD,MATCHED,,2026-09-04 05:45:22
80613,INTERNAL_LEDGER,EXT-9713968,12125,16531.38,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-08 21:52:35
80614,CARD_PAYMENT_GATEWAY,EXT-3066231,11456,36826.72,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-11 22:23:55
80615,CARD_PAYMENT_GATEWAY,EXT-2343344,12505,13364.78,USD,MATCHED,,2026-09-14 13:06:08
80616,CARD_PAYMENT_GATEWAY,EXT-9966786,12798,20312.0,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-05 02:31:26
80617,SWIFT_FIN,EXT-7615553,10526,8670.28,USD,MATCHED,,2026-09-11 09:44:07
80618,FED_ACH_CLEARING,EXT-7360483,11127,52045.59,USD,MATCHED,,2026-09-11 12:04:47
80619,INTERNAL_LEDGER,EXT-6299663,11273,32762.61,USD,MATCHED,,2026-09-05 09:38:42
80620,CARD_PAYMENT_GATEWAY,EXT-1981687,14288,50774.66,USD,MATCHED,,2026-09-17 12:45:57
80621,FED_ACH_CLEARING,EXT-3807651,11993,24252.72,USD,MATCHED,,2026-09-15 00:41:18
80622,FED_ACH_CLEARING,EXT-1722381,10145,62637.32,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-17 11:27:22
80623,FED_ACH_CLEARING,EXT-8485359,15000,44641.36,USD,MATCHED,,2026-09-07 16:25:50
80624,FED_ACH_CLEARING,EXT-7766020,10622,57519.69,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-04 00:47:34
80625,SWIFT_FIN,EXT-8156443,13974,4224.22,USD,MATCHED,,2026-09-10 02:38:17
80626,SWIFT_FIN,EXT-4442419,13553,20594.05,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-07 11:55:38
80627,SWIFT_FIN,EXT-5582264,13586,72756.9,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-14 13:46:35
80628,FED_ACH_CLEARING,EXT-9546336,14609,79879.78,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-13 20:08:06
80629,FED_ACH_CLEARING,EXT-1337615,12319,12047.35,USD,MATCHED,,2026-09-16 15:41:33
80630,CARD_PAYMENT_GATEWAY,EXT-9436260,14195,20998.23,USD,MATCHED,,2026-09-05 04:13:37
80631,INTERNAL_LEDGER,EXT-3759260,13232,53498.54,USD,MATCHED,,2026-09-15 18:42:47
80632,CARD_PAYMENT_GATEWAY,EXT-4483622,11731,83882.13,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-04 03:46:50
80633,CARD_PAYMENT_GATEWAY,EXT-2378624,12961,20607.03,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-10 19:04:53
80634,SWIFT_FIN,EXT-4798971,14316,76211.75,USD,MATCHED,,2026-09-13 08:32:04
80635,INTERNAL_LEDGER,EXT-2159034,14749,27417.73,USD,MATCHED,,2026-09-13 21:53:17
80636,INTERNAL_LEDGER,EXT-9163428,11010,3166.83,USD,MATCHED,,2026-09-12 11:48:56
80637,INTERNAL_LEDGER,EXT-4428420,13171,20432.86,USD,MATCHED,,2026-09-17 13:31:41
80638,INTERNAL_LEDGER,EXT-8842982,14563,43101.4,USD,MATCHED,,2026-09-09 08:43:24
80639,SWIFT_FIN,EXT-8325155,10064,79974.05,USD,MATCHED,,2026-09-17 02:21:09
80640,CARD_PAYMENT_GATEWAY,EXT-4596593,12137,24323.87,USD,MATCHED,,2026-09-05 06:57:00
80641,SWIFT_FIN,EXT-5917034,11447,71486.14,USD,MATCHED,,2026-09-16 13:55:18
80642,SWIFT_FIN,EXT-5697816,10636,83040.97,USD,MATCHED,,2026-09-08 12:53:58
80643,SWIFT_FIN,EXT-3471882,14260,68302.51,USD,MATCHED,,2026-09-09 01:30:51
80644,INTERNAL_LEDGER,EXT-9993981,12149,37110.92,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-12 07:51:13
80645,CARD_PAYMENT_GATEWAY,EXT-9346462,11336,75355.35,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-06 18:47:02
80646,SWIFT_FIN,EXT-5465161,13900,27715.23,USD,MATCHED,,2026-09-09 03:13:21
80647,INTERNAL_LEDGER,EXT-5370049,10482,46683.76,USD,MATCHED,,2026-09-04 15:34:36
80648,CARD_PAYMENT_GATEWAY,EXT-1752255,11963,54226.62,USD,MATCHED,,2026-09-06 20:41:17
80649,SWIFT_FIN,EXT-2829307,12751,71736.24,USD,MATCHED,,2026-09-09 09:33:27
80650,FED_ACH_CLEARING,EXT-6549924,12006,22970.85,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-12 08:39:23
80651,CARD_PAYMENT_GATEWAY,EXT-2544095,13716,73078.11,USD,MATCHED,,2026-09-15 16:29:41
80652,CARD_PAYMENT_GATEWAY,EXT-5557630,11326,8497.42,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-11 21:29:23
80653,INTERNAL_LEDGER,EXT-9610916,14147,68006.64,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-09 02:20:16
80654,CARD_PAYMENT_GATEWAY,EXT-1243663,11281,82171.72,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-17 17:51:01
80655,SWIFT_FIN,EXT-3880991,13935,75110.15,USD,MATCHED,,2026-09-06 18:48:24
80656,CARD_PAYMENT_GATEWAY,EXT-8062392,11126,1754.69,USD,MATCHED,,2026-09-07 04:57:34
80657,CARD_PAYMENT_GATEWAY,EXT-4615310,12212,46175.37,USD,MATCHED,,2026-09-12 23:48:56
80658,CARD_PAYMENT_GATEWAY,EXT-1624047,10559,3684.23,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-12 05:09:49
80659,SWIFT_FIN,EXT-3050632,13990,13670.88,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-08 20:11:33
80660,FED_ACH_CLEARING,EXT-7087094,14049,50373.19,USD,MATCHED,,2026-09-09 19:21:25
80661,SWIFT_FIN,EXT-7753254,11495,80415.76,USD,MATCHED,,2026-09-16 03:24:47
80662,FED_ACH_CLEARING,EXT-3994098,14257,41742.65,USD,MATCHED,,2026-09-11 02:15:22
80663,FED_ACH_CLEARING,EXT-5357728,13837,1785.63,USD,MATCHED,,2026-09-15 14:31:27
80664,FED_ACH_CLEARING,EXT-4146260,13122,37763.89,USD,MATCHED,,2026-09-08 17:15:16
80665,CARD_PAYMENT_GATEWAY,EXT-9181222,12734,62872.92,USD,MATCHED,,2026-09-07 15:46:20
80666,FED_ACH_CLEARING,EXT-7973785,11801,25329.96,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-04 12:58:46
80667,INTERNAL_LEDGER,EXT-8645216,11442,61252.37,USD,MATCHED,,2026-09-17 05:43:37
80668,SWIFT_FIN,EXT-6907138,13867,82496.49,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-04 21:30:41
80669,CARD_PAYMENT_GATEWAY,EXT-7874455,11949,79198.71,USD,MATCHED,,2026-09-11 05:41:20
80670,CARD_PAYMENT_GATEWAY,EXT-7803308,12576,42602.48,USD,MATCHED,,2026-09-07 19:59:28
80671,FED_ACH_CLEARING,EXT-4247851,10138,60181.12,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-15 06:35:31
80672,SWIFT_FIN,EXT-8394887,10196,69852.06,USD,MATCHED,,2026-09-17 14:26:27
80673,CARD_PAYMENT_GATEWAY,EXT-6063003,11532,10815.64,USD,MATCHED,,2026-09-05 19:01:04
80674,CARD_PAYMENT_GATEWAY,EXT-3588290,14240,36254.41,USD,MATCHED,,2026-09-08 13:22:05
80675,CARD_PAYMENT_GATEWAY,EXT-9373979,12653,69891.31,USD,MATCHED,,2026-09-10 07:07:01
80676,FED_ACH_CLEARING,EXT-5803187,13666,9287.88,USD,MATCHED,,2026-09-13 23:02:49
80677,CARD_PAYMENT_GATEWAY,EXT-3270718,12474,19006.24,USD,MATCHED,,2026-09-10 06:59:56
80678,FED_ACH_CLEARING,EXT-3362198,10184,18472.89,USD,MATCHED,,2026-09-16 17:51:30
80679,CARD_PAYMENT_GATEWAY,EXT-3522910,14273,62794.87,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-09 22:11:19
80680,FED_ACH_CLEARING,EXT-2224846,11086,76105.16,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-16 19:20:33
80681,SWIFT_FIN,EXT-1901968,11127,18103.34,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-14 18:27:23
80682,INTERNAL_LEDGER,EXT-6303589,10629,31662.17,USD,MATCHED,,2026-09-12 06:42:31
80683,CARD_PAYMENT_GATEWAY,EXT-9273246,12209,43644.99,USD,MATCHED,,2026-09-07 16:05:12
80684,CARD_PAYMENT_GATEWAY,EXT-2947797,10907,42077.51,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-13 10:37:02
80685,CARD_PAYMENT_GATEWAY,EXT-6239293,10364,53374.38,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-14 15:20:47
80686,CARD_PAYMENT_GATEWAY,EXT-6030582,10810,25376.43,USD,MATCHED,,2026-09-16 07:33:12
80687,INTERNAL_LEDGER,EXT-3023639,13065,40523.05,USD,MATCHED,,2026-09-13 17:12:42
80688,CARD_PAYMENT_GATEWAY,EXT-3110631,14813,50472.72,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 03:36:12
80689,INTERNAL_LEDGER,EXT-8154645,13006,49181.64,USD,MATCHED,,2026-09-14 17:13:02
80690,INTERNAL_LEDGER,EXT-7533265,10955,23545.48,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-08 04:44:47
80691,CARD_PAYMENT_GATEWAY,EXT-2288842,12525,44702.36,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-04 10:51:02
80692,INTERNAL_LEDGER,EXT-2698156,14241,47760.97,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-04 22:10:54
80693,FED_ACH_CLEARING,EXT-1957150,11554,32297.65,USD,MATCHED,,2026-09-06 12:29:11
80694,SWIFT_FIN,EXT-7151427,14809,67987.86,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 10:03:36
80695,CARD_PAYMENT_GATEWAY,EXT-9996749,13665,4414.92,USD,MATCHED,,2026-09-06 02:02:36
80696,FED_ACH_CLEARING,EXT-7325224,11119,44008.54,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-15 09:55:37
80697,SWIFT_FIN,EXT-1440067,12576,82170.4,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-04 03:50:49
80698,FED_ACH_CLEARING,EXT-4121374,10467,25518.17,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 18:55:23
80699,FED_ACH_CLEARING,EXT-7164920,13890,37336.33,USD,MATCHED,,2026-09-13 19:51:25
80700,CARD_PAYMENT_GATEWAY,EXT-9666787,12179,68243.83,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-09 00:24:33
80701,SWIFT_FIN,EXT-4450125,10668,14907.22,USD,MATCHED,,2026-09-04 17:45:17
80702,CARD_PAYMENT_GATEWAY,EXT-5405628,13635,42485.75,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-14 17:42:14
80703,INTERNAL_LEDGER,EXT-3114009,10683,21110.03,USD,MATCHED,,2026-09-15 12:13:10
80704,FED_ACH_CLEARING,EXT-4051439,10716,73691.05,USD,MATCHED,,2026-09-17 18:55:25
80705,CARD_PAYMENT_GATEWAY,EXT-7796061,14626,54252.69,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 14:20:29
80706,CARD_PAYMENT_GATEWAY,EXT-3129722,11744,18135.18,USD,MATCHED,,2026-09-05 14:50:21
80707,SWIFT_FIN,EXT-6489189,12858,17809.72,USD,MATCHED,,2026-09-13 21:47:21
80708,SWIFT_FIN,EXT-4206630,10969,4472.34,USD,MATCHED,,2026-09-06 17:00:31
80709,SWIFT_FIN,EXT-5061321,11954,74800.96,USD,MATCHED,,2026-09-12 21:17:48
80710,CARD_PAYMENT_GATEWAY,EXT-9737057,12252,37959.26,USD,MATCHED,,2026-09-12 00:25:37
80711,FED_ACH_CLEARING,EXT-9964778,14712,557.41,USD,MATCHED,,2026-09-05 17:13:41
80712,CARD_PAYMENT_GATEWAY,EXT-1163848,14239,58569.5,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-16 18:13:51
80713,SWIFT_FIN,EXT-4611817,13736,79606.6,USD,MATCHED,,2026-09-06 16:02:22
80714,FED_ACH_CLEARING,EXT-6306148,10026,81387.9,USD,MATCHED,,2026-09-13 22:57:58
80715,FED_ACH_CLEARING,EXT-1765747,14778,60715.8,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-08 08:48:43
80716,CARD_PAYMENT_GATEWAY,EXT-9592789,11348,75101.1,USD,MATCHED,,2026-09-05 15:12:45
80717,FED_ACH_CLEARING,EXT-6084742,12182,79071.17,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-09 09:55:35
80718,FED_ACH_CLEARING,EXT-5307903,11233,8030.92,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-05 00:39:09
80719,FED_ACH_CLEARING,EXT-4767643,13068,23335.5,USD,MATCHED,,2026-09-14 19:00:04
80720,SWIFT_FIN,EXT-3496362,13426,12358.61,USD,MATCHED,,2026-09-17 01:04:02
80721,CARD_PAYMENT_GATEWAY,EXT-8633380,10191,66869.28,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-16 08:15:22
80722,SWIFT_FIN,EXT-7921042,13349,78681.2,USD,MATCHED,,2026-09-09 11:31:55
80723,CARD_PAYMENT_GATEWAY,EXT-7329632,11808,63601.89,USD,MATCHED,,2026-09-12 12:24:54
80724,CARD_PAYMENT_GATEWAY,EXT-4146833,12809,16421.3,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-10 06:08:33
80725,FED_ACH_CLEARING,EXT-4312532,12485,73370.42,USD,MATCHED,,2026-09-03 21:12:15
80726,INTERNAL_LEDGER,EXT-2793753,12383,84970.6,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-12 18:15:56
80727,SWIFT_FIN,EXT-8538706,10701,15605.05,USD,MATCHED,,2026-09-16 22:02:23
80728,CARD_PAYMENT_GATEWAY,EXT-3496930,12954,57001.42,USD,MATCHED,,2026-09-12 18:16:11
80729,INTERNAL_LEDGER,EXT-2114371,11709,51161.99,USD,MATCHED,,2026-09-11 20:03:32
80730,CARD_PAYMENT_GATEWAY,EXT-4594708,10125,49727.8,USD,MATCHED,,2026-09-14 05:44:06
80731,SWIFT_FIN,EXT-6827194,14115,56041.56,USD,MATCHED,,2026-09-08 23:58:18
80732,INTERNAL_LEDGER,EXT-6321019,12566,2510.14,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-17 00:09:27
80733,CARD_PAYMENT_GATEWAY,EXT-2669418,10893,77590.86,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-07 18:02:27
